pep_wbs,cycle_name,planned_hours,planned_cost
60IT-IOT-01,Fev/2026,394.9,37438.57
60IT-IOT-01,Mar/2026,394.9,37438.57
60IT-IOT-01,Abr/2026,394.9,37438.57
60IT-IOT-01,Mai/2026,394.9,37438.57
60IT-IOT-01,Jun/2026,394.9,37438.57
60IT-IOT-01,Jul/2026,394.9,37438.57
60IT-IOT-01,Ago/2026,329.1,31200.39
60IT-IOT-01,Set/2026,263.2,24952.73
60IT-IOT-01,Out/2026,197.4,18714.55
60IT-IOT-01,Nov/2026,131.6,12476.36
60IT-IOT-01,Dez/2026,65.8,6238.18
60IT-CLD-01,Jan/2026,252.4,37193.28
60IT-CLD-01,Fev/2026,504.8,74386.57
60IT-CLD-01,Mar/2026,504.8,74386.57
60IT-CLD-01,Abr/2026,504.8,74386.57
60IT-CLD-01,Mai/2026,504.8,74386.57
60IT-CLD-01,Jun/2026,504.8,74386.57
60IT-CLD-01,Jul/2026,504.8,74386.57
60IT-CLD-01,Ago/2026,504.8,74386.57
60IT-CLD-01,Set/2026,504.8,74386.57
60IT-CLD-01,Out/2026,504.8,74386.57
60IT-CLD-01,Nov/2026,336.5,49586.13
60IT-CLD-01,Dez/2026,168.3,24800.43
